"projectID";"topic";"title"
"815363";"EIC-SMEInst-2018-2020";"SME instrument"
"762800";"SMEInst-12-2016-2017";"New business models for inclusive, innovative and reflective societies"
"789283";"ERC-2017-PoC";"ERC-Proof of Concept"
"856069";"EIC-SMEInst-2018-2020";"SME instrument"
"728993";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"744621";"SMEInst-08-2016-2017";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth"
"737929";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"674563";"DRS-17-2014-1";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”"
"886909";"EIC-SMEInst-2018-2020";"SME instrument"
"666841";"SIE-01-2014";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"836207";"EIC-SMEInst-2018-2020";"SME instrument"
"889158";"EIC-SMEInst-2018-2020";"SME instrument"
"808402";"SMEInst-11-2016-2017";"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
"836065";"EIC-SMEInst-2018-2020";"SME instrument"
"807105";"SMEInst-04-2016-2017";"Engaging SMEs in space research and development"
"889397";"EIC-SMEInst-2018-2020";"SME instrument"
"774553";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"888950";"EIC-SMEInst-2018-2020";"SME instrument"
"881113";"EIC-SMEInst-2018-2020";"SME instrument"
"888409";"EIC-SMEInst-2018-2020";"SME instrument"
"887644";"EIC-SMEInst-2018-2020";"SME instrument"
"882323";"EIC-SMEInst-2018-2020";"SME instrument"
"887860";"EIC-SMEInst-2018-2020";"SME instrument"
"686366";"JTI-CS2-2014-CFP01-ENG-03-03";"VHBR Engine - Advanced bearing technology"
"734824";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"742991";"MSCA-IF-2016";"Individual Fellowships"
"820636";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"635188";"BG-10-2014";"Consolidating the economic sustainability and competitiveness of European fisheries and aquaculture sectors to reap the potential of seafood markets"
"743425";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"754340";"MSCA-COFUND-2016";"Co-funding of regional, national and international programmes"
"963924";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"826452";"ECSEL-2018-1-IA";"ECSEL-2018-1-IA"
"654916";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"767415";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"730826";"INNOSUP-05-2016-2017";"Peer learning of innovation agencies"
"674038";"NMP-25-2014-1";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"832672";"EIC-SMEInst-2018-2020";"SME instrument"
"782767";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"773406";"LCE-04-2017";"Demonstration of system integration with smart transmission grid and storage technologies with increasing share of renewables"
"734941";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"781585";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"815501";"EIC-SMEInst-2018-2020";"SME instrument"
"869634";"SC5-16-2019";"Development of commercial activities and services through the use of GEOSS and Copernicus data"
"824755";"EIC-SMEInst-2018-2020";"SME instrument"
"871741";"ICT-05-2019";"Application driven Photonics components"
"661864";"SC5-20-2014-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials"
"957338";"ICT-54-2020";"Blockchain for the Next Generation Internet"
"871275";"ICT-30-2019-2020";"An empowering, inclusive Next Generation Internet"
"730149";"COMPET-2-2016";"Maturing satellite communication technologies"
"673556";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"744166";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"734141";"SESAR.IR-VLD.Wave1-19-2015";"CWP - HMI"
"101000893";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"685963";"COMPET-02-2015";"Independent access to space"
"688131";"ICT-04-2015";"Customised and low power computing"
"806309";"SMEInst-04-2016-2017";"Engaging SMEs in space research and development"
"760277";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"846139";"MSCA-IF-2018";"Individual Fellowships"
"744257";"MSCA-IF-2016";"Individual Fellowships"
"727626";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"778553";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"713239";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"815553";"EIC-SMEInst-2018-2020";"SME instrument"
"761424";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"766936";"ERC-2017-PoC";"ERC-Proof of Concept"
"761509";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"672723";"NMP-25-2014-1";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"771015";"H2020-EEN-SGA2-2017-1";"EEN H2020 SGA2 2D BATCH"
"699118";"INSO-10-2015";"SME business model innovation"
"850622";"ERC-2019-STG";"ERC Starting Grant"
"680958";"ERC-CoG-2015";"ERC Consolidator Grant"
"101025100";"MSCA-IF-2020";"Individual Fellowships"
"816638";"ERC-2018-COG";"ERC Consolidator Grant"
"856057";"EIC-SMEInst-2018-2020";"SME instrument"
"649737";"EE-04-2014";"Construction skills"
"893032";"MSCA-IF-2019";"Individual Fellowships"
"803506";"ERC-2018-STG";"ERC Starting Grant"
"101034307";"MSCA-COFUND-2020";"Co-funding of regional, national and international programmes"
"733687";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"665501";"MSCA-COFUND-2014-FP";"Marie Skłodowska-Curie Co-funding of regional, national and international programmes (COFUND-FP)"
"639594";"ERC-StG-2014";"ERC Starting Grant"
"859983";"MSCA-ITN-2019";"Innovative Training Networks"
"891722";"MSCA-IF-2019";"Individual Fellowships"
"690705";"MG-3.6a-2015";"Safe and connected automation in road transport"
"101007766";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"840000";"MSCA-IF-2018";"Individual Fellowships"
"885876";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"686533";"JTI-CS2-2014-CFP01-ENG-04-01";"Power Density improvement demonstrated on a certified engine"
"801215";"MSCA-COFUND-2017";"Co-funding of regional, national and international programmes"
"958410";"DT-FOF-09-2020";"Energy-efficient manufacturing system management (IA)"
"728793";"SMEInst-12-2016-2017";"New business models for inclusive, innovative and reflective societies"
"746100";"MSCA-IF-2016";"Individual Fellowships"
"851149";"ERC-2019-STG";"ERC Starting Grant"
"761592";"ICT-07-2017";"5G PPP Research and Validation of critical technologies and systems"
"101007350";"ECSEL-2020-2-RIA";"ECSEL-2020-2-RIA"
"642328";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"831314";"H2020EENSGA3";"EEN H2020 SGA3"
"776978";"INNOSUP-05-2016-2017";"Peer learning of innovation agencies"
"831264";"H2020EENSGA3";"EEN H2020 SGA3"
"674909";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"795132";"MSCA-IF-2017";"Individual Fellowships"
"101027241";"MSCA-IF-2020";"Individual Fellowships"
"679937";"ERC-StG-2015";"ERC Starting Grant"
"840331";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"831730";"IBA-SC5-PRESIDENCY-2018";"Presidency event (conference): 'The sustainable transition to a low carbon, climate-resilient circular economy: Creating the knowledge base' – Helsinki, September 2019"
"101000751";"RUR-21-2020";"Agricultural markets and international trade in the context of sustainability objectives"
"651947";"IT-1-2014-1";"Small business innovation research for Transport"
"672801";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"872483";"SwafS-08-2019-2020";"Research innovation needs & skills training in PhD programmes"
"648505";"ERC-CoG-2014";"ERC Consolidator Grant"
"653511";"GV-5-2014";"Electric two-wheelers and new ultra-light vehicle concepts"
"883417";"ERC-2019-ADG";"ERC Advanced Grant"
"768718";"EEB-05-2017";"Development of near zero energy building renovation"
"824985";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"950757";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"101036836";"LC-GD-2-3-2020";"Accelerating the green transition and energy access Partnership with Africa"
"850104";"EIC-SMEInst-2018-2020";"SME instrument"
"825566";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"704514";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"822144";"EIC-SMEInst-2018-2020";"SME instrument"
"887722";"EIC-SMEInst-2018-2020";"SME instrument"
"868340";"EIC-SMEInst-2018-2020";"SME instrument"
"878035";"EIC-SMEInst-2018-2020";"SME instrument"
"894117";"LC-SC3-EE-10-2018-2019-2020";"Mainstreaming energy efficiency finance"
"870144";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"879804";"H2020-EEN-SGA4";"H2020 ENTREPRISE EUROPE NETWORK SGA4 2020-2021"
"101016046";"SC1-PHE-CORONAVIRUS-2020-2B";"Medical technologies, Digital tools and Artificial Intelligence (AI) analytics to improve surveillance and care at high Technology Readiness Levels (TRL)"
"739713";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"946611";"EIC-SMEInst-2018-2020";"SME instrument"
"879407";"H2020-EEN-SGA4";"H2020 ENTREPRISE EUROPE NETWORK SGA4 2020-2021"
"890930";"EIC-SMEInst-2018-2020";"SME instrument"
"705033";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"841005";"MSCA-IF-2018";"Individual Fellowships"
"767642";"FOF-12-2017";"ICT Innovation for Manufacturing SMEs (I4MS)"
"805007";"ERC-2018-STG";"ERC Starting Grant"
"894508";"MSCA-IF-2019";"Individual Fellowships"
"882991";"MSCA-IF-2019";"Individual Fellowships"
"894756";"LC-SC3-EE-3-2019-2020";"Stimulating demand for sustainable energy skills in the construction sector"
"101006689";"LC-SC3-RES-31-2020";"Offshore wind basic science and balance of plant"
"963998";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"730527";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"718970";"SIE-01-2015-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"854490";"EIC-SMEInst-2018-2020";"SME instrument"
"732947";"ICT-12-2016";"Net Innovation Initiative"
"693739";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"741340";"ERC-2016-ADG";"ERC Advanced Grant"
"762204";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"761513";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"761959";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"683612";"ICT-37-2015";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"766606";"SMEInst-03-2016-2017";"Dedicated support to biotechnology SMEs closing the gap from lab to market"
"887197";"JTI-CS2-2019-CfP10-SYS-01-18";"Low-profile/drag electronically steerable antennas for In-Flight Connectivity"
"717287";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"762088";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"741409";"ERC-2016-ADG";"ERC Advanced Grant"
"681460";"ERC-CoG-2015";"ERC Consolidator Grant"
"854287";"EIC-SMEInst-2018-2020";"SME instrument"
"717860";"NMP-25-2015-1";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"637801";"ERC-StG-2014";"ERC Starting Grant"
"742390";"ERC-2016-ADG";"ERC Advanced Grant"
"101025900";"MSCA-IF-2020";"Individual Fellowships"
"952512";"WIDESPREAD-06-2020";"ERA Chairs"
"862506";"ERC-2019-POC";"ERC Proof of Concept Grant"
"737550";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"955924";"IBA-ARF-InnoWeek-2020";"13. Innovative Enterprise Week 2020"
"711618";"IT-1-2015-1";"Small business innovation research for Transport"
"815653";"EIC-SMEInst-2018-2020";"SME instrument"
"662659";"IT-1-2014-1";"Small business innovation research for Transport"
"728656";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"742542";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"662538";"Space-SME-2014-1";"SME Instrument"
"710440";"SIE-01-2015-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"815769";"EIC-SMEInst-2018-2020";"SME instrument"
"828207";"EIC-SMEInst-2018-2020";"SME instrument"
"661526";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"808425";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"868376";"EIC-SMEInst-2018-2020";"SME instrument"
"666148";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"683430";"IT-1-2015-1";"Small business innovation research for Transport"
"789748";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"947034";"EIC-SMEInst-2018-2020";"SME instrument"
"711226";"IT-1-2015-1";"Small business innovation research for Transport"
"814734";"EIC-SMEInst-2018-2020";"SME instrument"
"836037";"EIC-SMEInst-2018-2020";"SME instrument"
"807823";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"813343";"MSCA-ITN-2018";"Innovative Training Networks"
"807017";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"809654";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"895808";"MSCA-IF-2019";"Individual Fellowships"
"694679";"ERC-ADG-2015";"ERC Advanced Grant"
"661369";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"829741";"EIC-SMEInst-2018-2020";"SME instrument"
"798068";"MSCA-IF-2017";"Individual Fellowships"
"759272";"ERC-2017-STG";"ERC Starting Grant"
"674827";"INNOVATION";"Enhancing the innovation management capacity of SMEs"
"856698";"SC1-DTH-10-2019-2020";"Digital health and care services"
"880158";"EIC-SMEInst-2018-2020";"SME instrument"
"825972";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"818992";"ERC-2018-COG";"ERC Consolidator Grant"
"854698";"EIC-SMEInst-2018-2020";"SME instrument"
"761906";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"710537";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"848986";"EIC-SMEInst-2018-2020";"SME instrument"
"736310";"SMEInst-08-2016-2017";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth"
"791751";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"730609";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"786054";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"713664";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"692202";"H2020-TWINN-2015";"Twinning"
"886026";"MSCA-IF-2019";"Individual Fellowships"
"877455";"EIC-SMEInst-2018-2020";"SME instrument"
"816230";"EIC-SMEInst-2018-2020";"SME instrument"
"743967";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"781829";"SMEInst-11-2016-2017";"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
"673563";"Space-SME-2014-1";"SME Instrument"
"693303";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"808760";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"808021";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"650877";"IT-1-2014-1";"Small business innovation research for Transport"
"843172";"MSCA-IF-2018";"Individual Fellowships"
"765441";"MSCA-ITN-2017";"Innovative Training Networks"
"789553";"MSCA-IF-2017";"Individual Fellowships"
"101026581";"MSCA-IF-2020";"Individual Fellowships"
"827248";"EIC-SMEInst-2018-2020";"SME instrument"
"793678";"MSCA-IF-2017";"Individual Fellowships"
"656723";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101008193";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"823939";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"837292";"EIC-SMEInst-2018-2020";"SME instrument"
"650256";"Space-SME-2014-1";"SME Instrument"
"728679";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"741373";"SwafS-20-2016";"ERA Mobility and Career Day"
"866394";"EIC-SMEInst-2018-2020";"SME instrument"
"656323";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"858172";"EIC-SMEInst-2018-2020";"SME instrument"
"739740";"INNOSUP-02-2016";"European SME innovation Associate - pilot"
"891223";"MSCA-IF-2019";"Individual Fellowships"
"893099";"MSCA-IF-2019";"Individual Fellowships"
"864537";"LC-SC3-ES-1-2019";"Flexibility and retail market options for the distribution grid"
"871709";"ICT-33-2019";"Startup Europe for Growth and Innovation Radar"
"846614";"MSCA-IF-2018";"Individual Fellowships"
"769080";"ERC-2017-COG";"ERC Consolidator Grant"
"649565";"EURO-3-2014";"European societies after the crisis"
"874144";"EIC-SMEInst-2018-2020";"SME instrument"
"957321";"ICT-44-2020";"Next Generation Media"
"968565";"EIC-SMEInst-2018-2020";"SME instrument"
"959049";"EIC-SMEInst-2018-2020";"SME instrument"
"699356";"INNOVATION-2015-02";"INNOVATION-02 for SGA EEN"
"662883";"SC5-20-2014-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials"
"734300";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"834455";"ERC-2018-ADG";"ERC Advanced Grant"
"635893";"MSCA";"MSCA"
"675602";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"834103";"ERC-2018-ADG";"ERC Advanced Grant"
"827697";"EIC-SMEInst-2018-2020";"SME instrument"
"834410";"ERC-2018-ADG";"ERC Advanced Grant"
"664388";"WIDESPREAD-1-2014";"Teaming"
"648420";"ERC-CoG-2014";"ERC Consolidator Grant"
"779071";"SMEInst-12-2016-2017";"New business models for inclusive, innovative and reflective societies"
"731263";"LCE-33-2016";"European Common Research and Innovation Agendas (ECRIAs) in support of the implementation of the SET Action Plan"
"730617";"S2R-CFM-IP5-01-2015";"Development of functional requirements for sustainable and attractive European Rail Freight"
"656748";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"835870";"EIC-SMEInst-2018-2020";"SME instrument"
"773713";"SFS-21-2016-2017";"Advancing basic biological knowledge and improving management tools for commercially important fish and other seafood species"
"692241";"H2020-TWINN-2015";"Twinning"
"779563";"FCH-01-5-2017";"Large scale demonstration in preparation for a wider roll-out of fuel cell bus fleets (FCB) including new cities  – Phase two"
"101006943";"LC-GV-08-2020";"Next generation electrified vehicles for urban and suburban use"
"872049";"MSCA-RISE-2019";"Research and Innovation Staff Exchange"
"633531";"SFS-01a-2014";"Genetics and nutrition and alternative feed sources for terrestrial livestock production"
"750865";"MSCA-IF-2016";"Individual Fellowships"
"656995";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"868299";"EIC-SMEInst-2018-2020";"SME instrument"
"864648";"ERC-2019-COG";"ERC Consolidator Grant"
"701912";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"700266";"FCH-02.6-2015";"Development of cost effective manufacturing technologies for key components or fuel cell systems"
"838418";"MSCA-IF-2018";"Individual Fellowships"
"840978";"MSCA-IF-2018";"Individual Fellowships"
"817482";"FETFLAG-03-2018";"FET Flagship on Quantum Technologies"
"101031224";"MSCA-IF-2020";"Individual Fellowships"
"812837";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"751531";"MSCA-IF-2016";"Individual Fellowships"
"101007342";"H2020-EIC-SMEInst-2020-4";"H2020-EIC Accelerator pilot –SME Instrument - Green Deal"
"821940";"LC-SPACE-02-EO-2018";"Copernicus evolution – Mission exploitation concepts"
"771834";"ERC-2017-COG";"ERC Consolidator Grant"
"881771";"S2R-OC-CCA-01-2019";"Noise & Vibration"
"891647";"MSCA-IF-2019";"Individual Fellowships"
"818309";"CE-RUR-08-2018-2019-2020";"Closing nutrient cycles"
"863476";"ERC-2019-COG";"ERC Consolidator Grant"
"753565";"MSCA-IF-2016";"Individual Fellowships"
"101001270";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"754881";"JTI-CS2-2016-CFP04-LPA-01-18";"New Acoustic Signal Processing Methods"
"865032";"ERC-2019-COG";"ERC Consolidator Grant"
"728053";"BG-05-2016";"ERA-NET Cofund on marine technologies"
"796451";"MSCA-IF-2017";"Individual Fellowships"
"761348";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"770492";"CO-CREATION-04-2017";"Applied co-creation to deliver public services"
"799630";"MSCA-IF-2017";"Individual Fellowships"
"839086";"MSCA-IF-2018";"Individual Fellowships"
"712119";"BG-12-2015-1";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth"
"101037031";"LC-GD-3-2-2020";"Demonstration of systemic solutions for the territorial deployment of the circular economy"
"841603";"MSCA-IF-2018";"Individual Fellowships"
"731218";"LCE-02-2016";"Demonstration of smart grid, storage and system integration technologies with increasing share of renewables: distribution system"
"897686";"MSCA-IF-2019";"Individual Fellowships"
"824295";"LC-GV-01-2018";"Integrated, brand-independent architectures, components and systems for next generation electrified vehicles optimised for the infrastructure"
"824250";"LC-GV-01-2018";"Integrated, brand-independent architectures, components and systems for next generation electrified vehicles optimised for the infrastructure"
"827134";"EIC-SMEInst-2018-2020";"SME instrument"
"734832";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"101010406";"H2020-EIC-SMEInst-2020-4";"H2020-EIC Accelerator pilot –SME Instrument - Green Deal"
"733732";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"869342";"SC5-16-2019";"Development of commercial activities and services through the use of GEOSS and Copernicus data"
"957819";"LC-SC3-ES-3-2018-2020";"Integrated local energy systems (Energy islands)"
"702121";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101016247";"SC1-PHE-CORONAVIRUS-2020-2C";"Behavioural, social and economic impacts of the outbreak response"
"687967";"ICT-10-2015";"Collective Awareness Platforms for Sustainability and Social Innovation"
"101020574";"SU-AI01-2020";"Developing a research roadmap regarding Artificial Intelligence in support of Law Enforcement"
"101000613";"FNR-08-2020";"Supporting the food safety systems of the future"
"777515";"S2R-CFM-IP3-01-2017";"Smart system energy management solutions and future station solutions"
"688541";"ICT-19-2015";"Technologies for creative industries, social media and convergence"
"702134";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"639573";"ERC-StG-2014";"ERC Starting Grant"
"842125";"MSCA-IF-2018";"Individual Fellowships"
"875605";"LC-BAT-4-2019";"Advanced Redox Flow Batteries for stationary energy storage"
"861841";"INNOSUP-02-2019-2020";"European SME innovation Associate - pilot"
"707253";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"655429";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"840917";"MSCA-IF-2018";"Individual Fellowships"
"701238";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101028769";"MSCA-IF-2020";"Individual Fellowships"
"101023061";"MSCA-IF-2020";"Individual Fellowships"
"101029762";"MSCA-IF-2020";"Individual Fellowships"
"665972";"SEAC-1-2014";"Innovative ways to make science education and scientific careers attractive to young people"
"791877";"SMEInst-11-2016-2017";"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
"692891";"ERC-ADG-2015";"ERC Advanced Grant"
"665917";"SEAC-1-2014";"Innovative ways to make science education and scientific careers attractive to young people"
"101014571";"S2R-OC-IP3-01-2020";"Next Generation Track Transition Zones (TD3.4)"
"723368";"MG-1.1-2016";"Reducing energy consumption and environmental impact of aviation"
"812716";"MSCA-ITN-2018";"Innovative Training Networks"
"643647";"PHC-19-2014";"Advancing active and healthy ageing with ICT: service robotics within assisted living environments"
"794434";"MSCA-IF-2017";"Individual Fellowships"
"644378";"ICT-02-2014";"Smart System Integration"
"727580";"SFS-37-2016";"The impact of consumer practices in food safety: risks and mitigation strategies"
"654861";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"664354";"WIDESPREAD-1-2014";"Teaming"
"754576";"FETOPEN-04-2016-2017";"FET Innovation Launchpad"
"726849";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"963954";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"806303";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"700540";"DS-07-2015";"Value-sensitive technological innovation in Cybersecurity"
"673607";"SIE-01-2014-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"754554";"FETOPEN-04-2016-2017";"FET Innovation Launchpad"
"101004633";"DT-TRANSFORMATIONS-21-2020";"Mentoring scheme for schools: mainstreaming innovation by spreading the advanced ICT-based teaching practices to a wide circle of schools"
"945413";"MSCA-COFUND-2019";"Co-funding of regional, national and international programmes"
"807791";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"854759";"EIC-SMEInst-2018-2020";"SME instrument"
"680172";"ERC-StG-2015";"ERC Starting Grant"
"657482";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"721223";"MSCA-ITN-2016";"Innovative Training Networks"
"827378";"EIC-SMEInst-2018-2020";"SME instrument"
"101006255";"SwafS-01-2018-2019-2020";"Open schooling and collaboration on science education"
"866085";"ERC-2019-COG";"ERC Consolidator Grant"
"876906";"EIC-SMEInst-2018-2020";"SME instrument"
"648304";"ERC-CoG-2014";"ERC Consolidator Grant"
"837733";"CE-SC3-NZE-2-2018";"Conversion of captured CO2"
"666712";"SIE-01-2014";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"811930";"EIC-SMEInst-2018-2020";"SME instrument"
"708354";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"643322";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"822720";"EIC-SMEInst-2018-2020";"SME instrument"
"863397";"EIC-SMEInst-2018-2020";"SME instrument"
"683698";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"651495";"SC5-20-2014-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials"
"693796";"REFLECTIVE-8-2015";"Communication and dissemination platform"
"715757";"ERC-2016-STG";"ERC Starting Grant"
"681814";"ERC-CoG-2015";"ERC Consolidator Grant"
"788065";"ERC-2017-ADG";"ERC Advanced Grant"
